SK_ID_CURR,pd_raw,pd_calibrated,band,TARGET
100160,0.6843837039654962,0.17524235645041011,Very High,1
100161,0.6326764539707496,0.1445874337623013,Very High,0
100162,0.4596623532941441,0.07894736842105263,High,0
100163,0.6574913473706948,0.17524235645041011,Very High,0
100164,0.3211384302571077,0.04590570719602978,Elevated,0
100165,0.1441593203774275,0.01768172888015717,Low,0
100166,0.6723682484700256,0.17524235645041011,Very High,0
100167,0.7422607655940259,0.1976401179941003,Very High,0
100173,0.2367536845039555,0.031141868512110725,Medium,0
100174,0.17458655444130985,0.02303030303030303,Low,0
100175,0.34911090834589475,0.05174353205849269,Elevated,0
100176,0.15309128774245756,0.01768172888015717,Low,0
100177,0.5280284039675114,0.10837887067395265,High,0
100178,0.13906254684915692,0.01768172888015717,Low,0
100179,0.09875974170116647,0.01112099644128114,Low,0
100180,0.13069528548883672,0.01768172888015717,Low,0
100181,0.6722235109300219,0.17524235645041011,Very High,1
100182,0.1880226634029888,0.02663230240549828,Medium,0
100183,0.11024984387250339,0.01112099644128114,Low,0
100185,0.23767467791175612,0.031141868512110725,Medium,0
100186,0.24894972657605927,0.032682705401724924,Medium,0
100188,0.11677161091843011,0.01112099644128114,Low,0
100189,0.7235555904989593,0.1976401179941003,Very High,0
100190,0.08795324852223899,0.01112099644128114,Low,0
100191,0.1406503594409193,0.01768172888015717,Low,0
100192,0.755413667551883,0.22916666666666666,Very High,1
100193,0.10920405657810409,0.01112099644128114,Low,0
100194,0.6972609009724199,0.17524235645041011,Very High,0
100195,0.2274219631715037,0.02663230240549828,Medium,0
100196,0.4331779262774077,0.07894736842105263,High,0
100197,0.37693940653418556,0.057692307692307696,Elevated,0
100198,0.21392574733102604,0.02663230240549828,Medium,0
100199,0.5407712394634944,0.10837887067395265,High,0
100200,0.2491202818101307,0.032682705401724924,Medium,0
100201,0.3717657923368785,0.05702917771883289,Elevated,0
100202,0.707391390947762,0.17524235645041011,Very High,0
100203,0.19951915091320135,0.02663230240549828,Medium,0
100204,0.4055650855675054,0.07432432432432433,Elevated,0
100205,0.6834409951452476,0.17524235645041011,Very High,0
100206,0.7211885065446326,0.1976401179941003,Very High,0
100207,0.2684286250400339,0.032682705401724924,Medium,0
100208,0.288288498968456,0.03659976387249114,Elevated,0
100209,0.4764565172837979,0.08342133051742344,High,1
100210,0.12190493724556975,0.01112099644128114,Low,0
100211,0.7046003011910419,0.17524235645041011,Very High,0
100213,0.26779645769504906,0.032682705401724924,Medium,0
100214,0.5710982441731274,0.12500000000000003,Very High,1
100215,0.16516850664327604,0.02303030303030303,Low,0
100216,0.053727826666723565,0.0030303030303030303,Very Low,0
100217,0.4967633734812536,0.0873015873015873,High,0
100218,0.20182642882204854,0.02663230240549828,Medium,0
100219,0.14286187373267398,0.01768172888015717,Low,0
100220,0.37596058427112883,0.05702917771883289,Elevated,0
100221,0.09259038691385311,0.01112099644128114,Low,0
100224,0.4275577009904961,0.07894736842105263,High,0
100225,0.1560139959404963,0.01768172888015717,Low,0
100226,0.36447977235644063,0.05702917771883289,Elevated,0
100227,0.45561668701793967,0.07894736842105263,High,0
100228,0.27568240516163645,0.032682705401724924,Medium,0
100229,0.12702870548533945,0.01768172888015717,Low,0
100230,0.7168664492080807,0.1976401179941003,Very High,0
100231,0.24266827456585857,0.032682705401724924,Medium,0
100233,0.5000517987910384,0.0873015873015873,High,0
100234,0.2795933198041097,0.032682705401724924,Medium,0
100235,0.6276991534601358,0.1445874337623013,Very High,0
100236,0.5746838040054921,0.12500000000000003,Very High,0
100237,0.6907783664976545,0.17524235645041011,Very High,0
100238,0.3346464489837825,0.04590570719602978,Elevated,0
100239,0.3143619878425999,0.04590570719602978,Elevated,0
100240,0.6963995924108792,0.17524235645041011,Very High,0
100242,0.20963447542284985,0.02663230240549828,Medium,0
100243,0.5406007804728354,0.10837887067395265,High,0
100244,0.5348108383436229,0.10837887067395265,High,0
100246,0.909441843258161,0.5333333333333333,Very High,1
100247,0.5225841304268155,0.10837887067395265,High,0
100248,0.4676387445603248,0.07894736842105263,High,0
100249,0.15612243015386157,0.01768172888015717,Low,0
100250,0.3314588763780596,0.04590570719602978,Elevated,0
100251,0.24698634524065496,0.032682705401724924,Medium,0
100252,0.21453607248571105,0.02663230240549828,Medium,0
100254,0.14966872637668152,0.01768172888015717,Low,0
100255,0.310352790327337,0.04590570719602978,Elevated,0
100257,0.26798160585235886,0.032682705401724924,Medium,0
100258,0.5519441909008396,0.11594202898550725,High,0
100259,0.6285800183285009,0.1445874337623013,Very High,0
100260,0.26831931327467434,0.032682705401724924,Medium,0
100261,0.3367747148997415,0.04590570719602978,Elevated,0
100262,0.3371594836444353,0.04590570719602978,Elevated,0
100263,0.4813521773223847,0.08342133051742344,High,0
100264,0.23774045114290585,0.031141868512110725,Medium,0
100265,0.5690153367845359,0.11864406779661017,High,0
100266,0.34156850426635554,0.04590570719602978,Elevated,0
100267,0.17991375659558873,0.02663230240549828,Medium,0
100268,0.7738950411580596,0.28125,Very High,0
100269,0.7964107423770445,0.298989898989899,Very High,0
100270,0.049994875588921225,0.0030303030303030303,Very Low,0
100272,0.7871101503140433,0.298989898989899,Very High,0
100273,0.5613694595718398,0.11627906976744186,High,1
100274,0.15912370534208062,0.01768172888015717,Low,0
100275,0.14512091955398676,0.01768172888015717,Low,0
100276,0.49946235900318575,0.0873015873015873,High,0
100277,0.1873647331824539,0.02663230240549828,Medium,0
100279,0.5699407456602913,0.125,High,0
100281,0.25356693038855005,0.032682705401724924,Medium,0
100282,0.3347851305812181,0.04590570719602978,Elevated,1
100283,0.3153569431463418,0.04590570719602978,Elevated,0
100284,0.2501106461885764,0.032682705401724924,Medium,0
100285,0.5945880806945566,0.12500000000000003,Very High,0
100286,0.39492739018952266,0.07317073170731707,Elevated,1
100287,0.17196264473936554,0.02303030303030303,Low,0
100288,0.544252986796498,0.10837887067395265,High,0
100289,0.07073181381693312,0.010554089709762533,Very Low,0
100290,0.7105679093734473,0.1976401179941003,Very High,0
100291,0.7598110276995917,0.22916666666666666,Very High,0
100292,0.6612785648147133,0.17524235645041011,Very High,0
100293,0.30616421991848103,0.04590570719602978,Elevated,0
100294,0.3401560702409608,0.04590570719602978,Elevated,0
100295,0.6606657371710282,0.17524235645041011,Very High,1
100296,0.2643507858699123,0.032682705401724924,Medium,0
100297,0.5107404423688523,0.10354223433242507,High,0
100298,0.266722631177832,0.032682705401724924,Medium,0
100299,0.08123646488432554,0.01112099644128114,Low,0
100300,0.7781613092343764,0.298989898989899,Very High,1
100301,0.8145621786887944,0.3241252302025783,Very High,1
100302,0.693459304574268,0.17524235645041011,Very High,0
100303,0.35469310582040414,0.05174353205849269,Elevated,0
100304,0.032151600612553635,0.0030303030303030303,Very Low,0
100305,0.44211399572051735,0.07894736842105263,High,0
100307,0.3263452074122205,0.04590570719602978,Elevated,0
100308,0.09141956624622392,0.01112099644128114,Low,0
100309,0.5546251466803265,0.11594202898550725,High,0
100310,0.7866228602269577,0.298989898989899,Very High,0
100313,0.18671833794899634,0.02663230240549828,Medium,0
100314,0.21801652572424599,0.02663230240549828,Medium,0
100315,0.3752551518719505,0.05702917771883289,Elevated,0
100316,0.1791801213422061,0.02663230240549828,Medium,0
100317,0.16851875903737848,0.02303030303030303,Low,0
100318,0.19901798346723074,0.02663230240549828,Medium,0
100319,0.25281749686178484,0.032682705401724924,Medium,0
100320,0.20616486299583325,0.02663230240549828,Medium,0
100321,0.7113710391582649,0.1976401179941003,Very High,0
100322,0.08957023752367477,0.01112099644128114,Low,0
100323,0.2200541565263578,0.02663230240549828,Medium,0
100324,0.26100354773859735,0.032682705401724924,Medium,0
100325,0.5244763385100968,0.10837887067395265,High,0
100326,0.7812529049473186,0.298989898989899,Very High,1
100327,0.5510918719228812,0.11594202898550725,High,0
100328,0.1489564758541971,0.01768172888015717,Low,0
100329,0.5505654675127897,0.11118918902795585,High,0
100332,0.686175273040332,0.17524235645041011,Very High,0
100333,0.4652089658026534,0.07894736842105263,High,0
100334,0.3180342673210289,0.04590570719602978,Elevated,0
100335,0.1703361191057017,0.02303030303030303,Low,0
100336,0.6842722050171534,0.17524235645041011,Very High,1
100337,0.2965127267546307,0.04590570719602978,Elevated,0
100338,0.14984228251012718,0.01768172888015717,Low,0
100339,0.054132307049063244,0.0030303030303030303,Very Low,0
100340,0.31826151297413136,0.04590570719602978,Elevated,0
100341,0.2965378216595314,0.04590570719602978,Elevated,0
100342,0.7805600238349693,0.298989898989899,Very High,0
100343,0.2557206362574091,0.032682705401724924,Medium,0
100344,0.2586825976550265,0.032682705401724924,Medium,0
100345,0.5075609641675755,0.0873015873015873,High,0
100346,0.12437952846142745,0.01112099644128114,Low,0
100347,0.29813124676893793,0.04590570719602978,Elevated,0
100348,0.19699785168297912,0.02663230240549828,Medium,0
100349,0.3779332017958237,0.057692307692307696,Elevated,0
100350,0.21414504723154412,0.02663230240549828,Medium,0
100351,0.2683599061117042,0.032682705401724924,Medium,0
100353,0.6541923291532515,0.14634146341463414,Very High,0
100354,0.7249464691481589,0.1976401179941003,Very High,0
100355,0.681122811962603,0.17524235645041011,Very High,0
100356,0.47225442903830595,0.08342133051742344,High,0
100357,0.2395352541361886,0.031141868512110725,Medium,0
100359,0.38287356240712717,0.057692307692307696,Elevated,0
100360,0.04977558649077778,0.0030303030303030303,Very Low,0
100361,0.2502317785136891,0.032682705401724924,Medium,0
100362,0.2253006365208597,0.02663230240549828,Medium,0
100363,0.08464221239109118,0.01112099644128114,Low,0
100364,0.42438486563637334,0.07894736842105263,High,0
100365,0.4739956720045745,0.08342133051742344,High,0
100366,0.039345519500657004,0.0030303030303030303,Very Low,0
100368,0.43348524517497167,0.07894736842105263,High,0
100369,0.17757139438629432,0.02663230240549828,Medium,0
100370,0.2904823077832355,0.03659976387249114,Elevated,0
100371,0.06012694110115225,0.010554089709762533,Very Low,0
100372,0.22806423434530967,0.02663230240549828,Medium,0
100373,0.3655982429267424,0.05702917771883289,Elevated,0
100374,0.30565868289851245,0.04590570719602978,Elevated,0
100375,0.48796330702135976,0.08342133051742344,High,0
100376,0.4313475156640363,0.07894736842105263,High,0
100377,0.4257664147266115,0.07894736842105263,High,0
100378,0.3374394156161051,0.04590570719602978,Elevated,0
100379,0.5677873048945301,0.11627906976744186,High,0
100380,0.29313236345071614,0.03659976387249114,Elevated,0
100381,0.2829373375625289,0.03659976387249114,Elevated,0
100383,0.6091605013741509,0.1445874337623013,Very High,0
100387,0.41453527624028597,0.07894736842105263,High,0
100388,0.1770507255409934,0.02663230240549828,Medium,0
100389,0.08851074230546326,0.01112099644128114,Low,0
100390,0.13591600940091567,0.01768172888015717,Low,0
100391,0.32092380317461644,0.04590570719602978,Elevated,0
100392,0.5945579636081249,0.12500000000000003,Very High,0
100393,0.056796117320863274,0.010554089709762533,Very Low,0
100394,0.2419386590937527,0.032682705401724924,Medium,0
100395,0.14366571048109003,0.01768172888015717,Low,0
100396,0.8463152424866996,0.3241252302025783,Very High,1
100397,0.09265639060370996,0.01112099644128114,Low,0
100398,0.30776086505872413,0.04590570719602978,Elevated,0
100400,0.15055177350037677,0.01768172888015717,Low,0
100401,0.4140383622368405,0.07894736842105263,High,1
100402,0.4119296518345837,0.07894736842105263,High,0
100403,0.5423620717831136,0.10837887067395265,High,0
100405,0.5193373283695015,0.10837887067395265,High,0
100406,0.3601872294205538,0.05174353205849269,Elevated,0
100407,0.47937013732715905,0.08342133051742344,High,0
100408,0.5221245792559734,0.10837887067395265,High,0
100409,0.591110381542138,0.12500000000000003,Very High,0
100410,0.14129225512698734,0.01768172888015717,Low,0
100411,0.4661255094516265,0.07894736842105263,High,0
100412,0.4267897969997871,0.07894736842105263,High,0
100413,0.25637157367807206,0.032682705401724924,Medium,0
100414,0.5105467802043405,0.10354223433242507,High,0
100415,0.335467139014,0.04590570719602978,Elevated,0
100417,0.3395035449800937,0.04590570719602978,Elevated,0
100418,0.44138433909633623,0.07894736842105263,High,0
100419,0.3746935193254417,0.05702917771883289,Elevated,0
100420,0.4083759420301891,0.07432432432432433,Elevated,0
100421,0.19872670575439616,0.02663230240549828,Medium,0
100423,0.2526776986469447,0.032682705401724924,Medium,0
100424,0.5770908690766494,0.12500000000000003,Very High,1
100425,0.16609619873633943,0.02303030303030303,Low,0
100427,0.5224672776409914,0.10837887067395265,High,0
100428,0.2663827049363831,0.032682705401724924,Medium,0
100429,0.8524396560438575,0.3241252302025783,Very High,0
100430,0.6760736881359807,0.17524235645041011,Very High,0
100431,0.7091756186363293,0.17524235645041011,Very High,0
100432,0.29102005743737847,0.03659976387249114,Elevated,0
100433,0.2407253993980827,0.032682705401724924,Medium,0
100434,0.13376403903980874,0.01768172888015717,Low,0
100435,0.2178577919589134,0.02663230240549828,Medium,0
100436,0.07048561364185373,0.010554089709762533,Very Low,0
100437,0.11906136581823487,0.01112099644128114,Low,0
100439,0.8214665550865494,0.3241252302025783,Very High,1
100440,0.4078945934794114,0.07432432432432433,Elevated,0
100441,0.22960720014376157,0.02663230240549828,Medium,0
100442,0.11967078094004743,0.01112099644128114,Low,0
100443,0.2880553137831632,0.03659976387249114,Elevated,0
100448,0.1661149137489584,0.02303030303030303,Low,0
100449,0.440232301508922,0.07894736842105263,High,0
100451,0.42512493998933043,0.07894736842105263,High,0
100452,0.6604270366276072,0.17524235645041011,Very High,1
100453,0.1670289089758006,0.02303030303030303,Low,0
100454,0.041232357082107964,0.0030303030303030303,Very Low,0
100455,0.2752374385759792,0.032682705401724924,Medium,0
100456,0.7771151533574153,0.298989898989899,Very High,0
100457,0.09186576033985518,0.01112099644128114,Low,0
100458,0.29486429365509004,0.03659976387249114,Elevated,0
100459,0.254492500151257,0.032682705401724924,Medium,0
100460,0.22148945301081382,0.02663230240549828,Medium,0
100461,0.2542297354589399,0.032682705401724924,Medium,0
100462,0.2789907155104679,0.032682705401724924,Medium,0
100463,0.18155884737705427,0.02663230240549828,Medium,0
100464,0.6574379759064835,0.17524235645041011,Very High,0
100465,0.3815115549404864,0.057692307692307696,Elevated,0
100467,0.5441996416070827,0.10837887067395265,High,0
100468,0.3639399986476874,0.05702917771883289,Elevated,0
100469,0.1742240111919587,0.02303030303030303,Low,0
100470,0.16821856161328314,0.02303030303030303,Low,0
100471,0.2656956153582968,0.032682705401724924,Medium,0
100472,0.838196035004334,0.3241252302025783,Very High,1
100473,0.30331654500927435,0.04590570719602978,Elevated,0
100474,0.021512206294046966,0.0,Very Low,0
100475,0.17662156132998458,0.02663230240549828,Medium,0
100476,0.4196691441445894,0.07894736842105263,High,0
100477,0.8516161649691338,0.3241252302025783,Very High,1
100478,0.34638085274659003,0.05174353205849269,Elevated,0
100479,0.5474209411275976,0.10837887067395265,High,0
100480,0.5553184761464638,0.11594202898550725,High,0
100481,0.0792600562755118,0.01112099644128114,Low,0
100482,0.3129397910826876,0.04590570719602978,Elevated,0
100485,0.4842236805665675,0.08342133051742344,High,1
100486,0.20842600951906218,0.02663230240549828,Medium,0
100487,0.4439326416802876,0.07894736842105263,High,0
100488,0.15529269099547316,0.01768172888015717,Low,0
100489,0.3679127633735031,0.05702917771883289,Elevated,0
100490,0.7307465000593675,0.1976401179941003,Very High,1
100491,0.7770118780582435,0.298989898989899,Very High,0
100492,0.3956748162718211,0.07317073170731707,Elevated,0
100493,0.38511823011630525,0.057692307692307696,Elevated,0
100495,0.34685793073355425,0.05174353205849269,Elevated,0
100496,0.3621063222327751,0.05702917771883289,Elevated,0
100497,0.163985943954748,0.02303030303030303,Low,0
100498,0.7367064092192234,0.1976401179941003,Very High,0
100499,0.32846943611984675,0.04590570719602978,Elevated,0
100500,0.1381086650416558,0.01768172888015717,Low,0
100501,0.4048490820117063,0.07432432432432433,Elevated,0
100502,0.19211195082861526,0.02663230240549828,Medium,0
100503,0.38712028618343053,0.057692307692307696,Elevated,0
100504,0.5550741794755785,0.11594202898550725,High,0
100505,0.2469437745688357,0.032682705401724924,Medium,0
100506,0.6161224368684491,0.1445874337623013,Very High,0
100507,0.607581281846506,0.1445874337623013,Very High,0
100508,0.0591556306045426,0.010554089709762533,Very Low,0
100509,0.1625844005616008,0.02303030303030303,Low,0
100511,0.43644175616500874,0.07894736842105263,High,0
100513,0.2558216314894033,0.032682705401724924,Medium,0
100514,0.3852320313509578,0.057692307692307696,Elevated,0
100515,0.19685662834935796,0.02663230240549828,Medium,0
100516,0.08748669333554726,0.01112099644128114,Low,0
100518,0.23127535147059997,0.02663230240549828,Medium,0
100519,0.4385939533768265,0.07894736842105263,High,0
100520,0.6153710910271576,0.1445874337623013,Very High,0
100521,0.5375770175274955,0.10837887067395265,High,0
100522,0.4694960628928517,0.08342133051742344,High,0
100523,0.34100676926314005,0.04590570719602978,Elevated,0
100524,0.5832670241321554,0.12500000000000003,Very High,0
100525,0.646616914486764,0.14545454545454545,Very High,0
100526,0.5398984695716187,0.10837887067395265,High,0
100527,0.15699026545747588,0.01768172888015717,Low,0
100528,0.1784215971837526,0.02663230240549828,Medium,0
100529,0.4239074279828548,0.07894736842105263,High,0
100530,0.40520603076531836,0.07432432432432433,Elevated,0
100531,0.34689464237045164,0.05174353205849269,Elevated,0
100532,0.681672222697261,0.17524235645041011,Very High,0
100533,0.08496647275890643,0.01112099644128114,Low,0
100534,0.47445281705109993,0.08342133051742344,High,0
100535,0.3414143915926185,0.04590570719602978,Elevated,0
100536,0.16402254005065894,0.02303030303030303,Low,0
100537,0.46385251073201667,0.07894736842105263,High,0
100538,0.8051941082172114,0.298989898989899,Very High,0
100539,0.07782918116885103,0.01112099644128114,Low,0
100540,0.787828682205662,0.298989898989899,Very High,1
100541,0.8684884251679162,0.4462809917355372,Very High,1
100542,0.2110915418354531,0.02663230240549828,Medium,0
100543,0.4393902778117007,0.07894736842105263,High,0
100544,0.6697037408282294,0.17524235645041011,Very High,0
100545,0.18484106703371173,0.02663230240549828,Medium,0
100546,0.44613175428462737,0.07894736842105263,High,0
100547,0.7960920703754529,0.298989898989899,Very High,1
100549,0.4224192326663438,0.07894736842105263,High,0
100550,0.2515915992974489,0.032682705401724924,Medium,0
100554,0.09925166074821584,0.01112099644128114,Low,0
100555,0.6690245024715621,0.17524235645041011,Very High,0
100556,0.21168310724953443,0.02663230240549828,Medium,0
100557,0.28258394950492377,0.03659976387249114,Elevated,0
100558,0.851474127866131,0.3241252302025783,Very High,0
100559,0.07163265412912977,0.01112099644128114,Low,0
100560,0.43481367125205767,0.07894736842105263,High,0
100562,0.2839401290508341,0.03659976387249114,Elevated,0
100563,0.6458744805895996,0.14545454545454545,Very High,0
100564,0.45885738446934443,0.07894736842105263,High,0
100565,0.25480434640672256,0.032682705401724924,Medium,0
100566,0.15250059679680034,0.01768172888015717,Low,0
100567,0.7517079409902545,0.22916666666666666,Very High,1
100570,0.17197714055655317,0.02303030303030303,Low,0
100571,0.6215813929266983,0.1445874337623013,Very High,0
100572,0.20868612084634375,0.02663230240549828,Medium,0
100573,0.39381516257908333,0.07317073170731707,Elevated,0
100574,0.13060369387309378,0.01768172888015717,Low,0
100575,0.09406670748460935,0.01112099644128114,Low,0
100576,0.18081504021178496,0.02663230240549828,Medium,0
100577,0.09071437371935971,0.01112099644128114,Low,0
100578,0.5099766440212912,0.10354223433242507,High,0
100579,0.3431749915740741,0.05174353205849269,Elevated,0
100580,0.48081199995551216,0.08342133051742344,High,0
100581,0.23192148254422712,0.02663230240549828,Medium,0
100582,0.24146067448474925,0.032682705401724924,Medium,0
100583,0.24367486576633043,0.032682705401724924,Medium,0
100584,0.5549734846820968,0.11594202898550725,High,0
100585,0.5533117278251758,0.11594202898550725,High,0
100586,0.4879037466237978,0.08342133051742344,High,0
100587,0.23535036659383607,0.02663230240549828,Medium,0
100588,0.18531201539445313,0.02663230240549828,Medium,0
100589,0.46703594383645985,0.07894736842105263,High,0
100590,0.14556619215708907,0.01768172888015717,Low,0
100593,0.19530440611494468,0.02663230240549828,Medium,0
100594,0.4439998229615237,0.07894736842105263,High,0
100595,0.24134398488114397,0.032682705401724924,Medium,0
100596,0.576059240542037,0.12500000000000003,Very High,0
100597,0.4982483283027232,0.0873015873015873,High,0
100598,0.47372381276845144,0.08342133051742344,High,0
100599,0.742599484515713,0.1976401179941003,Very High,0
100600,0.21756268891589844,0.02663230240549828,Medium,0
100601,0.4654591782063227,0.07894736842105263,High,0
100603,0.567119029792275,0.11627906976744186,High,0
100604,0.21859115735670448,0.02663230240549828,Medium,0
