SK_ID_CURR,pd_calibrated,band,decision,pd_raw
100352,0.0834213305174234,High,Approve,0.4712434850021533
100358,0.0789473684210526,High,Approve,0.4201049859085245
100367,0.0266323024054982,Medium,Approve,0.1947175148162972
100382,0.1752423564504101,Very High,Decline/Review,0.696362518910147
100384,0.0570291777188328,Elevated,Approve,0.3634557249636765
100385,0.0834213305174234,High,Approve,0.4708405331697148
100386,0.073170731707317,Elevated,Approve,0.3946925441495968
100399,0.0176817288801571,Low,Approve,0.141308633752285
100404,0.0789473684210526,High,Approve,0.4189714115867486
100416,0.0176817288801571,Low,Approve,0.1313497440737884
100422,0.1445874337623013,Very High,Decline/Review,0.6290665413314169
100426,0.0176817288801571,Low,Approve,0.1593960753313005
100438,0.0266323024054982,Medium,Approve,0.2272852369319814
100444,0.125,Very High,Decline/Review,0.5923638555327627
100445,0.1752423564504101,Very High,Decline/Review,0.6904131224933525
100446,0.0834213305174234,High,Approve,0.4722950953485643
100447,0.0176817288801571,Low,Approve,0.1430454615238401
100450,0.0459057071960297,Elevated,Approve,0.3390588369450065
100466,0.0111209964412811,Low,Approve,0.1120893178398881
100483,0.0266323024054982,Medium,Approve,0.1873731596431455
100484,0.0176817288801571,Low,Approve,0.1513903990783132
100494,0.0459057071960297,Elevated,Approve,0.3371564609283051
100510,0.1976401179941003,Very High,Decline/Review,0.7109821450883963
100512,0.0111209964412811,Low,Approve,0.0887718116123902
100517,0.0459057071960297,Elevated,Approve,0.3412341192557285
100548,0.0459057071960297,Elevated,Approve,0.3104866668618468
100551,0.0326827054017249,Medium,Approve,0.273221633381257
100552,0.0789473684210526,High,Approve,0.4268186946276962
100553,0.0176817288801571,Low,Approve,0.1487774009000547
100561,0.0873015873015873,High,Decline/Review,0.4998915472962441
100568,0.4722222222222222,Very High,Decline/Review,0.8971736424872875
100569,0.0266323024054982,Medium,Approve,0.204307941293426
100591,0.0517435320584926,Elevated,Approve,0.350416000407497
100592,0.023030303030303,Low,Approve,0.1733935140647069
100602,0.0789473684210526,High,Approve,0.4588771093697281
100607,0.0789473684210526,High,Approve,0.4346052346357305
100613,0.0789473684210526,High,Approve,0.4407709522528404
100617,0.1752423564504101,Very High,Decline/Review,0.7044865522184686
100618,0.125,Very High,Decline/Review,0.5921194995181515
100622,0.023030303030303,Low,Approve,0.1750431005688434
100625,0.1445874337623013,Very High,Decline/Review,0.6427109448939279
100677,0.1752423564504101,Very High,Decline/Review,0.6775494665185063
100699,0.0459057071960297,Elevated,Approve,0.3183661627552906
100702,0.3241252302025783,Very High,Decline/Review,0.8510815780803953
100711,0.0459057071960297,Elevated,Approve,0.3394656337374621
100729,0.1445874337623013,Very High,Decline/Review,0.6082773492590738
100740,0.298989898989899,Very High,Decline/Review,0.7878156651973088
100744,0.1752423564504101,Very High,Decline/Review,0.6711387908542862
100745,0.0517435320584926,Elevated,Approve,0.34580006083952
100747,0.0789473684210526,High,Approve,0.4581898081933084
100751,0.2291666666666666,Very High,Decline/Review,0.767111006735021
100752,0.0326827054017249,Medium,Approve,0.2590803382639926
100753,0.2291666666666666,Very High,Decline/Review,0.751343702085282
100754,0.1083788706739526,High,Decline/Review,0.5420799181623358
100760,0.0789473684210526,High,Approve,0.4411697810144806
100762,0.0834213305174234,High,Approve,0.4879079100546509
100763,0.0365997638724911,Elevated,Approve,0.2806289298651999
100765,0.0111209964412811,Low,Approve,0.1161738164690792
100770,0.0789473684210526,High,Approve,0.4660302042938934
100772,0.0176817288801571,Low,Approve,0.1588319304540379
100777,0.0266323024054982,Medium,Approve,0.1929949520009883
100791,0.0176817288801571,Low,Approve,0.1605499943504903
100792,0.003030303030303,Very Low,Approve,0.0325224030075726
100797,0.023030303030303,Low,Approve,0.1625308741093118
100823,0.0459057071960297,Elevated,Approve,0.3364685135992531
100826,0.0326827054017249,Medium,Approve,0.2551697855966618
100830,0.0326827054017249,Medium,Approve,0.2559495083388982
100836,0.2208588957055214,Very High,Decline/Review,0.7470439460864177
100872,0.0789473684210526,High,Approve,0.4588504326475714
100910,0.0365997638724911,Elevated,Approve,0.2877790748533494
100913,0.0789473684210526,High,Approve,0.4512303177379358
100918,0.0266323024054982,Medium,Approve,0.1967455313917792
100931,0.0111209964412811,Low,Approve,0.0904322088045168
100952,0.073170731707317,Elevated,Approve,0.3997709519489956
100953,0.0326827054017249,Medium,Approve,0.2528934967287535
100965,0.1976401179941003,Very High,Decline/Review,0.7323237814117547
100970,0.0266323024054982,Medium,Approve,0.2068950681064886
100982,0.1445874337623013,Very High,Decline/Review,0.6287878869077835
100983,0.1445874337623013,Very High,Decline/Review,0.6376579541317663
100984,0.0266323024054982,Medium,Approve,0.206341205312697
100987,0.0517435320584926,Elevated,Approve,0.3427544301785833
100997,0.073170731707317,Elevated,Approve,0.3978943991306312
100998,0.1454545454545454,Very High,Decline/Review,0.6440686842449423
101002,0.0789473684210526,High,Approve,0.4553435643218306
101005,0.1976401179941003,Very High,Decline/Review,0.7287613379860636
101008,0.3241252302025783,Very High,Decline/Review,0.8327064870777935
101020,0.0789473684210526,High,Approve,0.4183078683373062
101021,0.0266323024054982,Medium,Approve,0.2309543123613867
101024,0.073170731707317,Elevated,Approve,0.4015903409173951
101025,0.125,Very High,Decline/Review,0.5945716987368312
101026,0.0326827054017249,Medium,Approve,0.2761332731756762
101031,0.023030303030303,Low,Approve,0.1734796358689765
101041,0.0266323024054982,Medium,Approve,0.1756644994524841
101051,0.0105540897097625,Very Low,Approve,0.0564337643949909
101055,0.1159420289855072,High,Decline/Review,0.5517200704420286
101056,0.2291666666666666,Very High,Decline/Review,0.7558189137075697
101057,0.0570291777188328,Elevated,Approve,0.3706716064363754
101064,0.0266323024054982,Medium,Approve,0.1916161928649092
101079,0.073170731707317,Elevated,Approve,0.3928792446068945
101087,0.0266323024054982,Medium,Approve,0.2152741464579916
101090,0.0266323024054982,Medium,Approve,0.1812636929904488
101092,0.1083788706739526,High,Decline/Review,0.5343567760246398
101097,0.1083788706739526,High,Decline/Review,0.5479388879577138
101099,0.0176817288801571,Low,Approve,0.130809536364393
101107,0.0873015873015873,High,Decline/Review,0.5006583973431533
101118,0.1083788706739526,High,Decline/Review,0.5294663821200543
101125,0.0789473684210526,High,Approve,0.4151339482242347
101126,0.0111209964412811,Low,Approve,0.1165533362372389
101128,0.0176817288801571,Low,Approve,0.1279420717653365
101136,0.0789473684210526,High,Approve,0.4349233136660153
101140,0.1752423564504101,Very High,Decline/Review,0.7033981172996956
101149,0.1083788706739526,High,Decline/Review,0.5362203957649987
101160,0.0834213305174234,High,Approve,0.4714735691382474
101169,0.1976401179941003,Very High,Decline/Review,0.7280265552731687
101181,0.0266323024054982,Medium,Approve,0.1846090885607986
101186,0.0111209964412811,Low,Approve,0.1168658527821401
101190,0.125,Very High,Decline/Review,0.5863448446343951
101193,0.0873015873015873,High,Decline/Review,0.50014685355127
101194,0.1445874337623013,Very High,Decline/Review,0.6208327294881303
101198,0.125,Very High,Decline/Review,0.5927117727495609
101200,0.0111209964412811,Low,Approve,0.1038611811812493
101204,0.0326827054017249,Medium,Approve,0.2587542567292847
101211,0.0459057071960297,Elevated,Approve,0.3328545217294121
101213,0.1083788706739526,High,Decline/Review,0.5263084033021356
101223,0.0459057071960297,Elevated,Approve,0.3308034384736715
101225,0.0789473684210526,High,Approve,0.4643596318704446
101237,0.103542234332425,High,Decline/Review,0.5177764346364964
101243,0.0873015873015873,High,Decline/Review,0.4967123261177437
101244,0.1752423564504101,Very High,Decline/Review,0.7088541249690924
101258,0.0326827054017249,Medium,Approve,0.2423375414216106
101259,0.2291666666666666,Very High,Decline/Review,0.754057899863176
101268,0.125,Very High,Decline/Review,0.5932826344127687
101269,0.0176817288801571,Low,Approve,0.1472100888542771
101271,0.1445874337623013,Very High,Decline/Review,0.6202688232597366
101279,0.0459057071960297,Elevated,Approve,0.3214215901384355
101281,0.0873015873015873,High,Decline/Review,0.5005059278269169
101287,0.0365997638724911,Elevated,Approve,0.2865485631162421
101292,0.0326827054017249,Medium,Approve,0.2696650551240535
101294,0.023030303030303,Low,Approve,0.1629050466023431
101296,0.0834213305174234,High,Approve,0.4862185857842351
101297,0.0326827054017249,Medium,Approve,0.2540061571947927
101299,0.0365997638724911,Elevated,Approve,0.2917715977651564
101301,0.0459057071960297,Elevated,Approve,0.3348400266628913
101305,0.103542234332425,High,Decline/Review,0.5164801701429751
101308,0.1445874337623013,Very High,Decline/Review,0.6289190794571855
101318,0.0176817288801571,Low,Approve,0.1608844291817938
101327,0.1976401179941003,Very High,Decline/Review,0.7398111661167599
101329,0.0176817288801571,Low,Approve,0.1557417750740682
101332,0.0266323024054982,Medium,Approve,0.2355975232413576
101337,0.0789473684210526,High,Approve,0.4303286076296876
101343,0.0176817288801571,Low,Approve,0.1566267197523145
101345,0.0111209964412811,Low,Approve,0.1045532724060489
101346,0.0266323024054982,Medium,Approve,0.2143821740675981
101353,0.0176817288801571,Low,Approve,0.1505398397202338
101354,0.1445874337623013,Very High,Decline/Review,0.6331681152811319
101355,0.2291666666666666,Very High,Decline/Review,0.7576983139018993
101356,0.0111209964412811,Low,Approve,0.0994696006536316
101362,0.0576923076923076,Elevated,Approve,0.3775296799350413
101363,0.298989898989899,Very High,Decline/Review,0.8058175126063423
101365,0.0326827054017249,Medium,Approve,0.2581164779756476
101366,0.125,Very High,Decline/Review,0.5892889248375258
101367,0.1752423564504101,Very High,Decline/Review,0.6800461232696586
101368,0.0111209964412811,Low,Approve,0.0988013585902118
101374,0.1083788706739526,High,Decline/Review,0.5474874580911298
101380,0.0176817288801571,Low,Approve,0.1487534247297748
101383,0.0176817288801571,Low,Approve,0.150413433959516
101398,0.0266323024054982,Medium,Approve,0.1919468952236231
101399,0.3241252302025783,Very High,Decline/Review,0.8364102143941257
101401,0.2291666666666666,Very High,Decline/Review,0.767408752857727
101412,0.0789473684210526,High,Approve,0.4342430851962551
101426,0.0789473684210526,High,Approve,0.44283867218052
101427,0.3241252302025783,Very High,Decline/Review,0.8485995907878987
101428,0.1752423564504101,Very High,Decline/Review,0.6914088908650666
101429,0.1976401179941003,Very High,Decline/Review,0.714838225258258
101434,0.0459057071960297,Elevated,Approve,0.3148669097449998
101440,0.0789473684210526,High,Approve,0.4168646247920406
101448,0.0789473684210526,High,Approve,0.4692110924643712
101449,0.0517435320584926,Elevated,Approve,0.3523721482247052
101465,0.0326827054017249,Medium,Approve,0.2639925116617496
101467,0.0266323024054982,Medium,Approve,0.194605510202474
101472,0.0873015873015873,High,Decline/Review,0.4976611971402256
101478,0.0873015873015873,High,Decline/Review,0.5067301732023928
101497,0.0266323024054982,Medium,Approve,0.2201960910498178
101504,0.0789473684210526,High,Approve,0.4240136364246027
101547,0.0266323024054982,Medium,Approve,0.2099375859986307
101548,0.1463414634146341,Very High,Decline/Review,0.6529540475917498
101555,0.103542234332425,High,Decline/Review,0.5099463453652568
101570,0.0266323024054982,Medium,Approve,0.2228497232955909
101572,0.0326827054017249,Medium,Approve,0.2799559964947363
101578,0.0517435320584926,Elevated,Approve,0.3478367622919684
101580,0.28125,Very High,Decline/Review,0.7726341115958139
101588,0.1976401179941003,Very High,Decline/Review,0.7267993584731931
101602,0.0311418685121107,Medium,Approve,0.2356630535242329
101610,0.1445874337623013,Very High,Decline/Review,0.6270826229522611
101614,0.0459057071960297,Elevated,Approve,0.3046353397223145
101616,0.0176817288801571,Low,Approve,0.1460195837052526
101643,0.0873015873015873,High,Decline/Review,0.5035032430212388
101644,0.0266323024054982,Medium,Approve,0.2170552392208813
101649,0.0743243243243243,Elevated,Approve,0.40770343886422
101650,0.1159420289855072,High,Decline/Review,0.5558373182731426
101665,0.0111209964412811,Low,Approve,0.1119977596212069
101667,0.1083788706739526,High,Decline/Review,0.533528191401335
101669,0.0459057071960297,Elevated,Approve,0.3327485604091234
101674,0.0834213305174234,High,Approve,0.4758820618871554
101675,0.0459057071960297,Elevated,Approve,0.2961737085506821
101678,0.1083788706739526,High,Decline/Review,0.5292433634533846
101682,0.0743243243243243,Elevated,Approve,0.4061829922244741
101686,0.0576923076923076,Elevated,Approve,0.3771095138038748
101697,0.3241252302025783,Very High,Decline/Review,0.8292791577570799
101700,0.396551724137931,Very High,Decline/Review,0.860330440966568
101711,0.0326827054017249,Medium,Approve,0.2413862926056815
101714,0.0326827054017249,Medium,Approve,0.2680097025026382
101715,0.3241252302025783,Very High,Decline/Review,0.8156975617914887
101728,0.0459057071960297,Elevated,Approve,0.3386917387535822
101732,0.0576923076923076,Elevated,Approve,0.388162544168189
101757,0.125,Very High,Decline/Review,0.5723330617030356
101758,0.0459057071960297,Elevated,Approve,0.324478338370422
101759,0.125,Very High,Decline/Review,0.5848219399966965
101762,0.0266323024054982,Medium,Approve,0.1778659285773834
101764,0.0570291777188328,Elevated,Approve,0.3630990712770366
101780,0.3241252302025783,Very High,Decline/Review,0.813119676794859
101784,0.0176817288801571,Low,Approve,0.1606886123701371
101789,0.0266323024054982,Medium,Approve,0.2019079942747607
101816,0.0873015873015873,High,Decline/Review,0.4966402472627707
101819,0.0266323024054982,Medium,Approve,0.1995760486236185
101827,0.0176817288801571,Low,Approve,0.1266481892733132
101863,0.125,Very High,Decline/Review,0.5932305482675854
101867,0.0570291777188328,Elevated,Approve,0.371314962530565
101870,0.023030303030303,Low,Approve,0.1748568883898644
101873,0.28125,Very High,Decline/Review,0.7681392168169058
101878,0.1445874337623013,Very High,Decline/Review,0.6301558056793635
101879,0.0176817288801571,Low,Approve,0.158946261951188
101880,0.0176817288801571,Low,Approve,0.1476153029586004
101887,0.0459057071960297,Elevated,Approve,0.3004965926128816
101897,0.023030303030303,Low,Approve,0.1639202602369347
101901,0.0873015873015873,High,Decline/Review,0.4990431579004481
101903,0.298989898989899,Very High,Decline/Review,0.7787940820528789
101920,0.003030303030303,Very Low,Approve,0.0365955759582801
101921,0.0459057071960297,Elevated,Approve,0.3347873874576612
101922,0.0873015873015873,High,Decline/Review,0.501699322281838
101961,0.1445874337623013,Very High,Decline/Review,0.6252050014262359
101962,0.023030303030303,Low,Approve,0.1658169213427815
101971,0.0459057071960297,Elevated,Approve,0.3381702993185715
101976,0.3241252302025783,Very High,Decline/Review,0.8452307340157619
102002,0.1159420289855072,High,Decline/Review,0.559526244209351
102005,0.0459057071960297,Elevated,Approve,0.3246470160738013
102007,0.3241252302025783,Very High,Decline/Review,0.8337256359795584
102017,0.023030303030303,Low,Approve,0.1710728203148611
102019,0.2208588957055214,Very High,Decline/Review,0.7497851742793888
102029,0.0111209964412811,Low,Approve,0.083720170438645
102051,0.1976401179941003,Very High,Decline/Review,0.7383381479350095
102052,0.003030303030303,Very Low,Approve,0.0381926718262594
102054,0.0176817288801571,Low,Approve,0.1301468147692794
102062,0.0873015873015873,High,Decline/Review,0.5025507828970455
102067,0.1752423564504101,Very High,Decline/Review,0.6803522328906544
102068,0.0576923076923076,Elevated,Approve,0.3838818552142663
102070,0.0365997638724911,Elevated,Approve,0.2932209830481755
102090,0.0789473684210526,High,Approve,0.4557737438198627
102092,0.0326827054017249,Medium,Approve,0.2510548086863011
102099,0.1445874337623013,Very High,Decline/Review,0.6396666225169615
102100,0.0176817288801571,Low,Approve,0.1371678344041867
102112,0.0789473684210526,High,Approve,0.420978744038168
102113,0.0365997638724911,Elevated,Approve,0.2914739299406063
102122,0.1445874337623013,Very High,Decline/Review,0.6022340089403826
102123,0.0326827054017249,Medium,Approve,0.267281483194257
102125,0.0365997638724911,Elevated,Approve,0.2808879619408193
102126,0.1752423564504101,Very High,Decline/Review,0.6717959724620541
102146,0.0459057071960297,Elevated,Approve,0.3040015854619793
102147,0.1445874337623013,Very High,Decline/Review,0.6358299140741667
102151,0.0326827054017249,Medium,Approve,0.2702296504352292
102158,0.125,Very High,Decline/Review,0.572779767735182
102159,0.0266323024054982,Medium,Approve,0.1778996917237328
102162,0.0834213305174234,High,Approve,0.4867842210279034
102165,0.0517435320584926,Elevated,Approve,0.3574871475007201
102166,0.0266323024054982,Medium,Approve,0.2003149604080842
102174,0.0111209964412811,Low,Approve,0.1104096479093671
102193,0.1752423564504101,Very High,Decline/Review,0.7060785161250045
102198,0.0326827054017249,Medium,Approve,0.2630097237970399
102205,0.1083788706739526,High,Decline/Review,0.5391389694142219
102206,0.0176817288801571,Low,Approve,0.1270024094266159
102218,0.0326827054017249,Medium,Approve,0.2661798324393116
102221,0.0266323024054982,Medium,Approve,0.197679167914201
102230,0.0459057071960297,Elevated,Approve,0.3195283234471255
102238,0.0517435320584926,Elevated,Approve,0.3549654099720621
102248,0.0517435320584926,Elevated,Approve,0.3596108670070049
102252,0.2208588957055214,Very High,Decline/Review,0.7495369126724678
102259,0.0576923076923076,Elevated,Approve,0.3773542477459174
102262,0.1083788706739526,High,Decline/Review,0.5359814302583278
102273,0.0789473684210526,High,Approve,0.4185227079569982
102286,0.125,Very High,Decline/Review,0.5785464848326187
102293,0.0266323024054982,Medium,Approve,0.1844108516382735
102294,0.0326827054017249,Medium,Approve,0.2503900513694333
102296,0.0266323024054982,Medium,Approve,0.2170288361402606
102298,0.0834213305174234,High,Approve,0.470892957877822
102303,0.0266323024054982,Medium,Approve,0.177034359350353
102309,0.0873015873015873,High,Decline/Review,0.4995221794094294
102315,0.0266323024054982,Medium,Approve,0.1903216709908601
102340,0.0266323024054982,Medium,Approve,0.2155275196270433
102342,0.0459057071960297,Elevated,Approve,0.3223989743474914
102344,0.0570291777188328,Elevated,Approve,0.3662256206609292
102346,0.103542234332425,High,Decline/Review,0.5139479275674448
102347,0.0176817288801571,Low,Approve,0.1267387937097419
102374,0.0576923076923076,Elevated,Approve,0.3877113112080925
102380,0.0266323024054982,Medium,Approve,0.1769480019236739
102387,0.0266323024054982,Medium,Approve,0.1940421040656572
102393,0.0326827054017249,Medium,Approve,0.2671501825128967
102403,0.0266323024054982,Medium,Approve,0.1764164485840194
102413,0.0789473684210526,High,Approve,0.4399271560525474
102414,0.0111209964412811,Low,Approve,0.0915196535763538
102415,0.0311418685121107,Medium,Approve,0.2392237607232334
102416,0.103542234332425,High,Decline/Review,0.5128013213724835
102439,0.0459057071960297,Elevated,Approve,0.3229057753369809
102441,0.0326827054017249,Medium,Approve,0.2574359313639688
102443,0.0111209964412811,Low,Approve,0.078395312325472
102444,0.0873015873015873,High,Decline/Review,0.5073710246941853
102445,0.1159420289855072,High,Decline/Review,0.5530207177071733
102448,0.0459057071960297,Elevated,Approve,0.3062860989960917
102449,0.0789473684210526,High,Approve,0.4108368852266835
102450,0.28125,Very High,Decline/Review,0.7701854054100881
102456,0.0111209964412811,Low,Approve,0.119503149337701
102458,0.1083788706739526,High,Decline/Review,0.5416052421066092
102459,0.0326827054017249,Medium,Approve,0.2472773029360576
102465,0.003030303030303,Very Low,Approve,0.0513075849646022
102470,0.1445874337623013,Very High,Decline/Review,0.6302159078419897
102471,0.0576923076923076,Elevated,Approve,0.3865686598039808
102475,0.0326827054017249,Medium,Approve,0.2444367732194379
102476,0.1445874337623013,Very High,Decline/Review,0.6397840787709866
102506,0.0459057071960297,Elevated,Approve,0.3392682998474017
102509,0.0326827054017249,Medium,Approve,0.2481350044986662
102519,0.0326827054017249,Medium,Approve,0.2753870767089189
102522,0.0266323024054982,Medium,Approve,0.2028404510282338
102545,0.0365997638724911,Elevated,Approve,0.2910050411822059
102549,0.0266323024054982,Medium,Approve,0.2345713385405217
102562,0.0111209964412811,Low,Approve,0.0887866996715345
102563,0.0176817288801571,Low,Approve,0.1377247073258692
102568,0.1445874337623013,Very High,Decline/Review,0.6382357849107694
102582,0.0789473684210526,High,Approve,0.4684915500166603
102592,0.0176817288801571,Low,Approve,0.1280143540391388
102597,0.1445874337623013,Very High,Decline/Review,0.6170868252816587
102605,0.0266323024054982,Medium,Approve,0.2328669711874244
102614,0.0266323024054982,Medium,Approve,0.1870843548795671
102617,0.103542234332425,High,Decline/Review,0.5126172145549829
102634,0.0789473684210526,High,Approve,0.4461031140446196
102652,0.0176817288801571,Low,Approve,0.1591910765805771
102655,0.003030303030303,Very Low,Approve,0.0423809451004153
102671,0.0873015873015873,High,Decline/Review,0.4974982984387673
102694,0.28125,Very High,Decline/Review,0.7706308099837328
102701,0.0326827054017249,Medium,Approve,0.2425460579119631
102703,0.0111209964412811,Low,Approve,0.1150734225183324
102704,0.0111209964412811,Low,Approve,0.1158883880908179
102713,0.003030303030303,Very Low,Approve,0.0481169759639685
102720,0.2208588957055214,Very High,Decline/Review,0.7445252105373704
102731,0.0365997638724911,Elevated,Approve,0.2802717209518426
102733,0.023030303030303,Low,Approve,0.1637867715607638
102749,0.0266323024054982,Medium,Approve,0.2251309069730315
102755,0.0517435320584926,Elevated,Approve,0.3568497034041504
102763,0.0105540897097625,Very Low,Approve,0.0619002013172809
102770,0.0570291777188328,Elevated,Approve,0.3744778229549097
102772,0.0789473684210526,High,Approve,0.44848574135045
102799,0.1752423564504101,Very High,Decline/Review,0.6555728130662907
102838,0.0176817288801571,Low,Approve,0.1400515848969412
102854,0.0459057071960297,Elevated,Approve,0.2998879905498869
102862,0.1445874337623013,Very High,Decline/Review,0.6039697516399907
102863,0.0326827054017249,Medium,Approve,0.2475856246387465
102867,0.0111209964412811,Low,Approve,0.1076364462940553
102868,0.0111209964412811,Low,Approve,0.0744548466966689
102878,0.0834213305174234,High,Approve,0.4742977797908461
102887,0.0570291777188328,Elevated,Approve,0.3682537491596313
102898,0.2291666666666666,Very High,Decline/Review,0.7532922674602263
102904,0.125,Very High,Decline/Review,0.5926320602123473
102912,0.0789473684210526,High,Approve,0.4220250085574165
102919,0.0459057071960297,Elevated,Approve,0.2955221503070412
102927,0.073170731707317,Elevated,Approve,0.3982226721032663
102932,0.073170731707317,Elevated,Approve,0.3917497249091044
102933,0.1159420289855072,High,Decline/Review,0.5585292913199362
102935,0.0111209964412811,Low,Approve,0.1046156022474014
102958,0.0834213305174234,High,Approve,0.4953763200425482
102969,0.1752423564504101,Very High,Decline/Review,0.6566762574942352
102971,0.0326827054017249,Medium,Approve,0.2703189200802545
102975,0.0459057071960297,Elevated,Approve,0.3080001710807299
102979,0.0789473684210526,High,Approve,0.441056916446424
102982,0.0111209964412811,Low,Approve,0.0916614488141992
102987,0.0789473684210526,High,Approve,0.4556469599696278
102989,0.0459057071960297,Elevated,Approve,0.3203593378390838
102995,0.0789473684210526,High,Approve,0.4253216613694141
102996,0.023030303030303,Low,Approve,0.1633786392840798
103000,0.0789473684210526,High,Approve,0.4287855107434314
103001,0.0459057071960297,Elevated,Approve,0.326469357902294
103004,0.0743243243243243,Elevated,Approve,0.405922942132398
103010,0.0266323024054982,Medium,Approve,0.2208112446311072
103025,0.1976401179941003,Very High,Decline/Review,0.7164096074230109
103029,0.0517435320584926,Elevated,Approve,0.3571969912116907
103046,0.1083788706739526,High,Decline/Review,0.5414022774392576
103056,0.0459057071960297,Elevated,Approve,0.3212044100722845
103062,0.0873015873015873,High,Decline/Review,0.5037138907078031
103078,0.023030303030303,Low,Approve,0.1699375971728547
103083,0.0176817288801571,Low,Approve,0.152587704483759
103092,0.0326827054017249,Medium,Approve,0.2429729496701339
103096,0.0789473684210526,High,Approve,0.4310480920410328
103097,0.1976401179941003,Very High,Decline/Review,0.7263182003600394
103102,0.1752423564504101,Very High,Decline/Review,0.6725461052031938
103112,0.0326827054017249,Medium,Approve,0.2585485227076224
103132,0.0365997638724911,Elevated,Approve,0.2909903672405463
103144,0.1083788706739526,High,Decline/Review,0.5419438135682714
103145,0.0834213305174234,High,Approve,0.4819693161090961
103146,0.023030303030303,Low,Approve,0.1675086002052199
103147,0.0789473684210526,High,Approve,0.460133219645588
103158,0.0111209964412811,Low,Approve,0.0961176742790398
103171,0.1083788706739526,High,Decline/Review,0.5372427882734002
103173,0.0266323024054982,Medium,Approve,0.2143624262290245
103184,0.0459057071960297,Elevated,Approve,0.3306457476935525
103195,0.1752423564504101,Very High,Decline/Review,0.6942326445790601
103196,0.0326827054017249,Medium,Approve,0.2572385976266879
103206,0.0111209964412811,Low,Approve,0.1043463777738472
103230,0.1752423564504101,Very High,Decline/Review,0.6820203317023584
103231,0.1752423564504101,Very High,Decline/Review,0.6607522862406205
103232,0.0326827054017249,Medium,Approve,0.2672130097744749
103239,0.0789473684210526,High,Approve,0.4685416754430604
103240,0.1445874337623013,Very High,Decline/Review,0.6034896020770055
103243,0.0326827054017249,Medium,Approve,0.2456574873175189
103252,0.1083788706739526,High,Decline/Review,0.5283097932337187
103258,0.0266323024054982,Medium,Approve,0.2270916609050548
103259,0.1752423564504101,Very High,Decline/Review,0.6765485881831856
103279,0.023030303030303,Low,Approve,0.1616694021493891
103280,0.003030303030303,Very Low,Approve,0.0418953804342457
103286,0.0176817288801571,Low,Approve,0.1547456440226988
103287,0.4462809917355372,Very High,Decline/Review,0.8758097324869283
103290,0.0266323024054982,Medium,Approve,0.1971564204658862
103298,0.0459057071960297,Elevated,Approve,0.3038595847601949
103315,0.0176817288801571,Low,Approve,0.139349952837568
103319,0.0517435320584926,Elevated,Approve,0.3520724226436665
103334,0.1083788706739526,High,Decline/Review,0.5495979329008296
103336,0.0517435320584926,Elevated,Approve,0.3558539648941232
